"","V1","V2","V3","V4"
"30611","gene:ENSOKIG00005036431","gene:ENSOKIG00005036431","Gene","Expression"
"30612","gene:ENSOKIG00005036496","lhx2b","Gene","Expression"
"30613","gene:ENSOKIG00005036515","gene:ENSOKIG00005036515","Gene","Expression"
"30614","gene:ENSOKIG00005036523","adgrd2","Gene","Expression"
"30615","gene:ENSOKIG00005036572","gene:ENSOKIG00005036572","Gene","Expression"
"30616","gene:ENSOKIG00005036595","NR5A1","Gene","Expression"
"30617","gene:ENSOKIG00005036775","nr6a1a","Gene","Expression"
"30618","gene:ENSOKIG00005036959","gene:ENSOKIG00005036959","Gene","Expression"
"30619","gene:ENSOKIG00005036964","OLFML2A","Gene","Expression"
"30620","gene:ENSOKIG00005036982","RPL35.1","Gene","Expression"
"30621","gene:ENSOKIG00005037060","GOLGA1","Gene","Expression"
"30622","gene:ENSOKIG00005037163","gene:ENSOKIG00005037163","Gene","Expression"
"30623","gene:ENSOKIG00005037188","si:ch211-158d24.2","Gene","Expression"
"30624","gene:ENSOKIG00005037199","gene:ENSOKIG00005037199","Gene","Expression"
"30625","gene:ENSOKIG00005037206","gene:ENSOKIG00005037206","Gene","Expression"
"30626","gene:ENSOKIG00005037258","gene:ENSOKIG00005037258","Gene","Expression"
"30627","gene:ENSOKIG00005037443","PIP5KL1","Gene","Expression"
"30628","gene:ENSOKIG00005039898","FAM102A","Gene","Expression"
"30629","gene:ENSOKIG00005039985","seta","Gene","Expression"
"30630","gene:ENSOKIG00005040261","gene:ENSOKIG00005040261","Gene","Expression"
"30631","gene:ENSOKIG00005040812","zdhhc12a","Gene","Expression"
"30632","gene:ENSOKIG00005040867","gene:ENSOKIG00005040867","Gene","Expression"
"30633","gene:ENSOKIG00005040889","odf2b","Gene","Expression"
"30634","gene:ENSOKIG00005040907","gene:ENSOKIG00005040907","Gene","Expression"
"30635","gene:ENSOKIG00005040911","ptgesl","Gene","Expression"
"30636","gene:ENSOKIG00005040955","gene:ENSOKIG00005040955","Gene","Expression"
"30637","gene:ENSOKIG00005041210","smarcb1b.1","Gene","Expression"
"30638","gene:ENSOKIG00005041393","derl3","Gene","Expression"
"30639","gene:ENSOKIG00005041421","mmp11a","Gene","Expression"
"30640","gene:ENSOKIG00005041450","gstt1a","Gene","Expression"
"30641","gene:ENSOKIG00005041473","gene:ENSOKIG00005041473","Gene","Expression"
"30642","gene:ENSOKIG00005041503","p2rx7","Gene","Expression"
"30643","gene:ENSOKIG00005041538","snrpd3","Gene","Expression"
"30644","gene:ENSOKIG00005041572","gucd1","Gene","Expression"
"30645","gene:ENSOKIG00005041594","upb1","Gene","Expression"
"30646","gene:ENSOKIG00005041660","gene:ENSOKIG00005041660","Gene","Expression"
"30647","gene:ENSOKIG00005041671","adora2aa","Gene","Expression"
"30648","gene:ENSOKIG00005041731","specc1la","Gene","Expression"
"30649","gene:ENSOKIG00005042519","U2.71","Gene","Expression"
"30650","gene:ENSOKIG00005042578","BCR.1","Gene","Expression"
"30651","gene:ENSOKIG00005043431","ift81","Gene","Expression"
"30652","gene:ENSOKIG00005043540","gene:ENSOKIG00005043540","Gene","Expression"
"30653","gene:ENSOKIG00005043742","ANAPC7","Gene","Expression"
"30654","gene:ENSOKIG00005043825","gene:ENSOKIG00005043825","Gene","Expression"
"30655","gene:ENSOKIG00005043839","gene:ENSOKIG00005043839","Gene","Expression"
"30656","gene:ENSOKIG00005043859","gene:ENSOKIG00005043859","Gene","Expression"
"30657","gene:ENSOKIG00005043883","gene:ENSOKIG00005043883","Gene","Expression"
"30658","gene:ENSOKIG00005043884","PPTC7","Gene","Expression"
"30659","gene:ENSOKIG00005043902","PPP1CA","Gene","Expression"
"30660","gene:ENSOKIG00005043916","cux2b","Gene","Expression"
"30661","gene:ENSOKIG00005044064","mtmr3","Gene","Expression"
"30662","gene:ENSOKIG00005045702","citb","Gene","Expression"
"30663","gene:ENSOKIG00005046089","gene:ENSOKIG00005046089","Gene","Expression"
"30664","gene:ENSOKIG00005046090","gene:ENSOKIG00005046090","Gene","Expression"
"30665","gene:ENSOKIG00005046094","gene:ENSOKIG00005046094","Gene","Expression"
"30666","gene:ENSOKIG00005046101","RAB35","Gene","Expression"
"30667","gene:ENSOKIG00005046438","gcn1","Gene","Expression"
"30668","gene:ENSOKIG00005048219","pxnb","Gene","Expression"
"30669","gene:ENSOKIG00005048287","CRYBB2","Gene","Expression"
"30670","gene:ENSOKIG00005048291","CRYBB3.1","Gene","Expression"
"30671","gene:ENSOKIG00005048299","si:ch73-138n13.1","Gene","Expression"
"30672","gene:ENSOKIG00005048323","rnf10","Gene","Expression"
"30673","gene:ENSOKIG00005048416","si:ch211-170d8.2","Gene","Expression"
"30674","gene:ENSOKIG00005048419","cox6a1","Gene","Expression"
"30675","gene:ENSOKIG00005048426","asgrl1","Gene","Expression"
"30676","gene:ENSOKIG00005048434","pla2g1b","Gene","Expression"
"30677","gene:ENSOKIG00005048440","gene:ENSOKIG00005048440","Gene","Expression"
"30678","gene:ENSOKIG00005048451","prkab1b","Gene","Expression"
"30679","gene:ENSOKIG00005048471","TMEM233","Gene","Expression"
"30680","gene:ENSOKIG00005048484","msi1","Gene","Expression"
"30681","gene:ENSOKIG00005048498","hnf1a","Gene","Expression"
"30682","gene:ENSOKIG00005048536","gene:ENSOKIG00005048536","Gene","Expression"
"30683","gene:ENSOKIG00005048542","zgc:162025","Gene","Expression"
"30684","gene:ENSOKIG00005048560","unc119.1","Gene","Expression"
"30685","gene:ENSOKIG00005048567","mlec","Gene","Expression"
"30686","gene:ENSOKIG00005000075","CABP1","Gene","Expression"
"30687","gene:ENSOKIG00005000170","asphd2","Gene","Expression"
"30688","gene:ENSOKIG00005000181","ggt5a","Gene","Expression"
"30689","gene:ENSOKIG00005000214","gene:ENSOKIG00005000214","Gene","Expression"
"30690","gene:ENSOKIG00005000235","gene:ENSOKIG00005000235","Gene","Expression"
"30691","gene:ENSOKIG00005000256","gene:ENSOKIG00005000256","Gene","Expression"
"30692","gene:ENSOKIG00005000263","rnf34a","Gene","Expression"
"30693","gene:ENSOKIG00005000273","KDM2B","Gene","Expression"
"30694","gene:ENSOKIG00005000289","orai1a","Gene","Expression"
"30695","gene:ENSOKIG00005000301","RHOF","Gene","Expression"
"30696","gene:ENSOKIG00005000315","gene:ENSOKIG00005000315","Gene","Expression"
"30697","gene:ENSOKIG00005000347","hpdb","Gene","Expression"
"30698","gene:ENSOKIG00005000379","gene:ENSOKIG00005000379","Gene","Expression"
"30699","gene:ENSOKIG00005000394","gene:ENSOKIG00005000394","Gene","Expression"
"30700","gene:ENSOKIG00005000470","sf3a1","Gene","Expression"
"30701","gene:ENSOKIG00005000622","ccdc157","Gene","Expression"
"30702","gene:ENSOKIG00005000635","slc7a4","Gene","Expression"
"30703","gene:ENSOKIG00005000647","gene:ENSOKIG00005000647","Gene","Expression"
"30704","gene:ENSOKIG00005000661","rasal1b","Gene","Expression"
"30705","gene:ENSOKIG00005000678","DTX1","Gene","Expression"
"30706","gene:ENSOKIG00005000689","ccdc92","Gene","Expression"
"30707","gene:ENSOKIG00005000694","rflna","Gene","Expression"
"30708","gene:ENSOKIG00005000716","ncor2","Gene","Expression"
"30709","gene:ENSOKIG00005000737","gene:ENSOKIG00005000737","Gene","Expression"
"30710","gene:ENSOKIG00005000933","ep400","Gene","Expression"
"30711","gene:ENSOKIG00005001560","adgrd1","Gene","Expression"
"30712","gene:ENSOKIG00005001650","STX2","Gene","Expression"
"30713","gene:ENSOKIG00005001677","RIMBP2.1","Gene","Expression"
"30714","gene:ENSOKIG00005002027","piwil1","Gene","Expression"
"30715","gene:ENSOKIG00005003263","fzd10","Gene","Expression"
"30716","gene:ENSOKIG00005003268","TMEM132D","Gene","Expression"
"30717","gene:ENSOKIG00005003282","SLC15A4","Gene","Expression"
"30718","gene:ENSOKIG00005003300","TMEM132C.2","Gene","Expression"
"30719","gene:ENSOKIG00005003360","gene:ENSOKIG00005003360","Gene","Expression"
"30720","gene:ENSOKIG00005003368","gene:ENSOKIG00005003368","Gene","Expression"
"30721","gene:ENSOKIG00005003374","asb6","Gene","Expression"
"30722","gene:ENSOKIG00005003390","gene:ENSOKIG00005003390","Gene","Expression"
"30723","gene:ENSOKIG00005003415","CRAT","Gene","Expression"
"30724","gene:ENSOKIG00005003634","gene:ENSOKIG00005003634","Gene","Expression"
"30725","gene:ENSOKIG00005003660","hmcn2","Gene","Expression"
"30726","gene:ENSOKIG00005003796","angptl2b","Gene","Expression"
"30727","gene:ENSOKIG00005003805","U7.61","Gene","Expression"
"30728","gene:ENSOKIG00005003807","gene:ENSOKIG00005003807","Gene","Expression"
"30729","gene:ENSOKIG00005003816","zbtb34","Gene","Expression"
"30730","gene:ENSOKIG00005003823","lmx1bb","Gene","Expression"
"30731","gene:ENSOKIG00005003838","gene:ENSOKIG00005003838","Gene","Expression"
"30732","gene:ENSOKIG00005003842","gene:ENSOKIG00005003842","Gene","Expression"
"30733","gene:ENSOKIG00005003847","gene:ENSOKIG00005003847","Gene","Expression"
"30734","gene:ENSOKIG00005003866","gene:ENSOKIG00005003866","Gene","Expression"
"30735","gene:ENSOKIG00005003930","gapvd1","Gene","Expression"
"30736","gene:ENSOKIG00005004053","gene:ENSOKIG00005004053","Gene","Expression"
"30737","gene:ENSOKIG00005004056","unm_hu7912","Gene","Expression"
"30738","gene:ENSOKIG00005004072","syn1","Gene","Expression"
"30739","gene:ENSOKIG00005004136","gene:ENSOKIG00005004136","Gene","Expression"
"30740","gene:ENSOKIG00005004143","vgll4l","Gene","Expression"
"30741","gene:ENSOKIG00005004312","snrnp200","Gene","Expression"
"30742","gene:ENSOKIG00005004806","ciao1","Gene","Expression"
"30743","gene:ENSOKIG00005004907","tmem127","Gene","Expression"
"30744","gene:ENSOKIG00005004921","gene:ENSOKIG00005004921","Gene","Expression"
"30745","gene:ENSOKIG00005004951","igsf9b","Gene","Expression"
"30746","gene:ENSOKIG00005005304","tmem230b","Gene","Expression"
"30747","gene:ENSOKIG00005005311","adra1aa","Gene","Expression"
"30748","gene:ENSOKIG00005005379","DPYSL2","Gene","Expression"
"30749","gene:ENSOKIG00005006756","bnip3la","Gene","Expression"
"30750","gene:ENSOKIG00005006785","gene:ENSOKIG00005006785","Gene","Expression"
"30751","gene:ENSOKIG00005007044","LRRTM4.2","Gene","Expression"
"30752","gene:ENSOKIG00005007058","DDX51","Gene","Expression"
"30753","gene:ENSOKIG00005007101","lrrtm4l2","Gene","Expression"
"30754","gene:ENSOKIG00005007229","vsig8b","Gene","Expression"
"30755","gene:ENSOKIG00005007233","gene:ENSOKIG00005007233","Gene","Expression"
"30756","gene:ENSOKIG00005007270","dock5","Gene","Expression"
"30757","gene:ENSOKIG00005007606","gene:ENSOKIG00005007606","Gene","Expression"
"30758","gene:ENSOKIG00005007610","NEFL.1","Gene","Expression"
"30759","gene:ENSOKIG00005007668","CABIN1","Gene","Expression"
"30760","gene:ENSOKIG00005007990","tbx16","Gene","Expression"
"30761","gene:ENSOKIG00005008020","npy8br","Gene","Expression"
"30762","gene:ENSOKIG00005008037","gene:ENSOKIG00005008037","Gene","Expression"
"30763","gene:ENSOKIG00005008242","kctd9a","Gene","Expression"
"30764","gene:ENSOKIG00005008271","gene:ENSOKIG00005008271","Gene","Expression"
"30765","gene:ENSOKIG00005008747","FGFR1.2","Gene","Expression"
"30766","gene:ENSOKIG00005017455","lgi3","Gene","Expression"
"30767","gene:ENSOKIG00005017499","chmp7","Gene","Expression"
"30768","gene:ENSOKIG00005017554","entpd4","Gene","Expression"
"30769","gene:ENSOKIG00005018010","gene:ENSOKIG00005018010","Gene","Expression"
"30770","gene:ENSOKIG00005018014","slc25a37","Gene","Expression"
"30771","gene:ENSOKIG00005018025","nkx3-1","Gene","Expression"
"30772","gene:ENSOKIG00005018034","stc1","Gene","Expression"
"30773","gene:ENSOKIG00005018045","ido1","Gene","Expression"
"30774","gene:ENSOKIG00005018094","rhobtb2a","Gene","Expression"
"30775","gene:ENSOKIG00005018293","egr3","Gene","Expression"
"30776","gene:ENSOKIG00005018308","BIN3","Gene","Expression"
"30777","gene:ENSOKIG00005018353","acsl2","Gene","Expression"
"30778","gene:ENSOKIG00005018382","gene:ENSOKIG00005018382","Gene","Expression"
"30779","gene:ENSOKIG00005018400","UBL4A","Gene","Expression"
"30780","gene:ENSOKIG00005018431","si:dkey-32e23.4","Gene","Expression"
"30781","gene:ENSOKIG00005018514","DISP3","Gene","Expression"
"30782","gene:ENSOKIG00005018768","bmp1a","Gene","Expression"
"30783","gene:ENSOKIG00005002471","kansl3","Gene","Expression"
"30784","gene:ENSOKIG00005002571","gene:ENSOKIG00005002571","Gene","Expression"
"30785","gene:ENSOKIG00005002578","gene:ENSOKIG00005002578","Gene","Expression"
"30786","gene:ENSOKIG00005002626","ANTXR1","Gene","Expression"
"30787","gene:ENSOKIG00005002744","gene:ENSOKIG00005002744","Gene","Expression"
"30788","gene:ENSOKIG00005002792","gfpt1","Gene","Expression"
"30789","gene:ENSOKIG00005002974","gene:ENSOKIG00005002974","Gene","Expression"
"30790","gene:ENSOKIG00005002982","gene:ENSOKIG00005002982","Gene","Expression"
"30791","gene:ENSOKIG00005002990","gene:ENSOKIG00005002990","Gene","Expression"
"30792","gene:ENSOKIG00005002993","gene:ENSOKIG00005002993","Gene","Expression"
"30793","gene:ENSOKIG00005002995","gene:ENSOKIG00005002995","Gene","Expression"
"30794","gene:ENSOKIG00005003025","AAK1","Gene","Expression"
"30795","gene:ENSOKIG00005003122","gene:ENSOKIG00005003122","Gene","Expression"
"30796","gene:ENSOKIG00005003125","prlhr2a","Gene","Expression"
"30797","gene:ENSOKIG00005003133","gene:ENSOKIG00005003133","Gene","Expression"
"30798","gene:ENSOKIG00005003168","adgra2","Gene","Expression"
"30799","gene:ENSOKIG00005003326","pdlim2","Gene","Expression"
"30800","gene:ENSOKIG00005003329","sorbs3","Gene","Expression"
"30801","gene:ENSOKIG00005003346","gene:ENSOKIG00005003346","Gene","Expression"
"30802","gene:ENSOKIG00005003350","nkx6.3","Gene","Expression"
"30803","gene:ENSOKIG00005003367","inpp5l","Gene","Expression"
"30804","gene:ENSOKIG00005003424","GPAT4","Gene","Expression"
"30805","gene:ENSOKIG00005003555","POLR3D","Gene","Expression"
"30806","gene:ENSOKIG00005003564","PHYHIP","Gene","Expression"
"30807","gene:ENSOKIG00005003573","GINS4","Gene","Expression"
"30808","gene:ENSOKIG00005003584","gene:ENSOKIG00005003584","Gene","Expression"
"30809","gene:ENSOKIG00005003596","dbnlb","Gene","Expression"
"30810","gene:ENSOKIG00005003632","ube2d4","Gene","Expression"
"30811","gene:ENSOKIG00005003739","tcf7l1b","Gene","Expression"
"30812","gene:ENSOKIG00005003795","gene:ENSOKIG00005003795","Gene","Expression"
"30813","gene:ENSOKIG00005003797","zgc:153044","Gene","Expression"
"30814","gene:ENSOKIG00005003804","MN1","Gene","Expression"
"30815","gene:ENSOKIG00005003808","PITPNB","Gene","Expression"
"30816","gene:ENSOKIG00005003862","TTC28.1","Gene","Expression"
"30817","gene:ENSOKIG00005003945","gene:ENSOKIG00005003945","Gene","Expression"
"30818","gene:ENSOKIG00005003946","gene:ENSOKIG00005003946","Gene","Expression"
"30819","gene:ENSOKIG00005003955","SDS","Gene","Expression"
"30820","gene:ENSOKIG00005003969","gene:ENSOKIG00005003969","Gene","Expression"
"30821","gene:ENSOKIG00005004005","gene:ENSOKIG00005004005","Gene","Expression"
"30822","gene:ENSOKIG00005004010","gene:ENSOKIG00005004010","Gene","Expression"
"30823","gene:ENSOKIG00005004030","gene:ENSOKIG00005004030","Gene","Expression"
"30824","gene:ENSOKIG00005004089","vps33a","Gene","Expression"
"30825","gene:ENSOKIG00005004168","TMED2","Gene","Expression"
"30826","gene:ENSOKIG00005004193","eif2b1","Gene","Expression"
"30827","gene:ENSOKIG00005004241","gtf2h3","Gene","Expression"
"30828","gene:ENSOKIG00005004471","psmd9","Gene","Expression"
"30829","gene:ENSOKIG00005004513","BCL7A.1","Gene","Expression"
"30830","gene:ENSOKIG00005004581","mlxip","Gene","Expression"
"30831","gene:ENSOKIG00005004723","gene:ENSOKIG00005004723","Gene","Expression"
"30832","gene:ENSOKIG00005004768","clip1a","Gene","Expression"
"30833","gene:ENSOKIG00005004997","ZCCHC8","Gene","Expression"
"30834","gene:ENSOKIG00005005005","rsrc2","Gene","Expression"
"30835","gene:ENSOKIG00005005024","gene:ENSOKIG00005005024","Gene","Expression"
"30836","gene:ENSOKIG00005005300","hip1rb","Gene","Expression"
"30837","gene:ENSOKIG00005010237","RILPL2","Gene","Expression"
"30838","gene:ENSOKIG00005010257","gene:ENSOKIG00005010257","Gene","Expression"
"30839","gene:ENSOKIG00005010291","PITPNM2.1","Gene","Expression"
"30840","gene:ENSOKIG00005010457","mthfd2","Gene","Expression"
"30841","gene:ENSOKIG00005010474","mob1a","Gene","Expression"
"30842","gene:ENSOKIG00005010505","gene:ENSOKIG00005010505","Gene","Expression"
"30843","gene:ENSOKIG00005010555","gene:ENSOKIG00005010555","Gene","Expression"
"30844","gene:ENSOKIG00005010573","inpp5jb","Gene","Expression"
"30845","gene:ENSOKIG00005010743","mat2ab","Gene","Expression"
"30846","gene:ENSOKIG00005010769","C2orf68","Gene","Expression"
"30847","gene:ENSOKIG00005010790","USP39","Gene","Expression"
"30848","gene:ENSOKIG00005011156","sftpbb","Gene","Expression"
"30849","gene:ENSOKIG00005011170","gene:ENSOKIG00005011170","Gene","Expression"
"30850","gene:ENSOKIG00005011563","ANK1","Gene","Expression"
"30851","gene:ENSOKIG00005016637","gene:ENSOKIG00005016637","Gene","Expression"
"30852","gene:ENSOKIG00005016644","spaw","Gene","Expression"
"30853","gene:ENSOKIG00005016674","gene:ENSOKIG00005016674","Gene","Expression"
"30854","gene:ENSOKIG00005016716","gene:ENSOKIG00005016716","Gene","Expression"
"30855","gene:ENSOKIG00005016727","OSBP2","Gene","Expression"
"30856","gene:ENSOKIG00005016785","rasl10a","Gene","Expression"
"30857","gene:ENSOKIG00005016827","ap1b1","Gene","Expression"
"30858","gene:ENSOKIG00005017027","gene:ENSOKIG00005017027","Gene","Expression"
"30859","gene:ENSOKIG00005017039","gene:ENSOKIG00005017039","Gene","Expression"
"30860","gene:ENSOKIG00005017064","gene:ENSOKIG00005017064","Gene","Expression"
"30861","gene:ENSOKIG00005017130","DNAH10","Gene","Expression"
"30862","gene:ENSOKIG00005017575","gene:ENSOKIG00005017575","Gene","Expression"
"30863","gene:ENSOKIG00005017645","gene:ENSOKIG00005017645","Gene","Expression"
"30864","gene:ENSOKIG00005018524","si:ch211-225b11.4","Gene","Expression"
"30865","gene:ENSOKIG00005018601","pik3ip1","Gene","Expression"
"30866","gene:ENSOKIG00005018679","limk2","Gene","Expression"
"30867","gene:ENSOKIG00005020171","si:ch211-225b11.1","Gene","Expression"
"30868","gene:ENSOKIG00005020189","wscd2","Gene","Expression"
"30869","gene:ENSOKIG00005020236","cmklr1","Gene","Expression"
"30870","gene:ENSOKIG00005020240","gene:ENSOKIG00005020240","Gene","Expression"
"30871","gene:ENSOKIG00005020246","ficd","Gene","Expression"
"30872","gene:ENSOKIG00005020264","sart3","Gene","Expression"
"30873","gene:ENSOKIG00005020339","gene:ENSOKIG00005020339","Gene","Expression"
"30874","gene:ENSOKIG00005020378","coro1ca","Gene","Expression"
"30875","gene:ENSOKIG00005020504","ssh1a","Gene","Expression"
"30876","gene:ENSOKIG00005020536","gene:ENSOKIG00005020536","Gene","Expression"
"30877","gene:ENSOKIG00005020576","svopa","Gene","Expression"
"30878","gene:ENSOKIG00005021446","gene:ENSOKIG00005021446","Gene","Expression"
"30879","gene:ENSOKIG00005021456","gene:ENSOKIG00005021456","Gene","Expression"
"30880","gene:ENSOKIG00005021465","gene:ENSOKIG00005021465","Gene","Expression"
"30881","gene:ENSOKIG00005000021","gatc","Gene","Expression"
"30882","gene:ENSOKIG00005000121","PLBD2","Gene","Expression"
"30883","gene:ENSOKIG00005000175","gene:ENSOKIG00005000175","Gene","Expression"
"30884","gene:ENSOKIG00005000288","MORC2","Gene","Expression"
"30885","gene:ENSOKIG00005000446","SLC8B1","Gene","Expression"
"30886","gene:ENSOKIG00005000499","TPCN1","Gene","Expression"
"30887","gene:ENSOKIG00005000570","gene:ENSOKIG00005000570","Gene","Expression"
